Program to calculate energy of water
Input NAME of configuration file
Thread 5 processed npair 53223
Thread 6 processed npair 43949
Thread 7 processed npair 34227
Thread 2 processed npair 79820
Thread 1 processed npair 88472
Thread 6 processed npair 43948
Thread 7 processed npair 34226
Thread 5 processed npair 53222
Thread 0 processed npair 97293
Thread 4 processed npair 62194
Thread 3 processed npair 71069
Thread 7 processed npair 34225
Thread 6 processed npair 43947
Thread 2 processed npair 79819
Thread 5 processed npair 53221
Thread 7 processed npair 34224
Thread 4 processed npair 62193
Thread 1 processed npair 88471
Thread 6 processed npair 43946
Thread 3 processed npair 71068
Thread 7 processed npair 34223
Thread 5 processed npair 53220
Thread 0 processed npair 97292
Thread 2 processed npair 79818
Thread 6 processed npair 43945
Thread 4 processed npair 62192
Thread 7 processed npair 34222
Thread 5 processed npair 53219
Thread 3 processed npair 71067
Thread 1 processed npair 88470
Thread 7 processed npair 34221
Thread 6 processed npair 43944
Thread 4 processed npair 62191
Thread 7 processed npair 34220
Thread 2 processed npair 79817
Thread 0 processed npair 97291
Thread 5 processed npair 53218
Thread 6 processed npair 43943
Thread 3 processed npair 71066
Thread 7 processed npair 34219
Thread 1 processed npair 88469
Thread 4 processed npair 62190
Thread 6 processed npair 43942
Thread 5 processed npair 53217
Thread 7 processed npair 34218
Thread 2 processed npair 79816
Thread 3 processed npair 71065
Thread 6 processed npair 43941
Thread 7 processed npair 34217
Thread 0 processed npair 97290
Thread 4 processed npair 62189
Thread 5 processed npair 53216
Thread 1 processed npair 88468
Thread 7 processed npair 34216
Thread 6 processed npair 43940
Thread 2 processed npair 79815
Thread 5 processed npair 53215
Thread 3 processed npair 71064
Thread 4 processed npair 62188
Thread 7 processed npair 34215
Thread 6 processed npair 43939
Thread 7 processed npair 34214
Thread 0 processed npair 97289
Thread 1 processed npair 88467
Thread 5 processed npair 53214
Thread 4 processed npair 62187
Thread 6 processed npair 43938
Thread 3 processed npair 71063
Thread 7 processed npair 34213
Thread 2 processed npair 79814
Thread 5 processed npair 53213
Thread 7 processed npair 34212
Thread 6 processed npair 43937
Thread 4 processed npair 62186
Thread 1 processed npair 88466
Thread 3 processed npair 71062
Thread 7 processed npair 34211
Thread 0 processed npair 97288
Thread 2 processed npair 79813
Thread 6 processed npair 43936
Thread 5 processed npair 53212
Thread 7 processed npair 34210
Thread 4 processed npair 62185
Thread 6 processed npair 43935
Thread 5 processed npair 53211
Thread 3 processed npair 71061
Thread 7 processed npair 34209
Thread 1 processed npair 88465
Thread 2 processed npair 79812
Thread 6 processed npair 43934
Thread 7 processed npair 34208
Thread 4 processed npair 62184
Thread 0 processed npair 97287
Thread 5 processed npair 53210
Thread 3 processed npair 71060
Thread 7 processed npair 34207
Thread 6 processed npair 43933
Thread 1 processed npair 88464
Thread 4 processed npair 62183
Thread 2 processed npair 79811
Thread 5 processed npair 53209
Thread 7 processed npair 34206
Thread 6 processed npair 43932
Thread 7 processed npair 34205
Thread 3 processed npair 71059
Thread 0 processed npair 97286
Thread 5 processed npair 53208
Thread 4 processed npair 62182
Thread 6 processed npair 43931
Thread 7 processed npair 34204
Thread 2 processed npair 79810
Thread 1 processed npair 88463
Thread 7 processed npair 34203
Thread 5 processed npair 53207
Thread 6 processed npair 43930
Thread 3 processed npair 71058
Thread 4 processed npair 62181
Thread 7 processed npair 34202
Thread 0 processed npair 97285
Thread 6 processed npair 43929
Thread 2 processed npair 79809
Thread 5 processed npair 53206
Thread 1 processed npair 88462
Thread 7 processed npair 34201
Thread 3 processed npair 71057
Thread 4 processed npair 62180
Thread 6 processed npair 43928
Thread 7 processed npair 34200
Thread 5 processed npair 53205
Thread 2 processed npair 79808
Thread 6 processed npair 43927
Thread 7 processed npair 34199
Thread 4 processed npair 62179
Thread 3 processed npair 71056
Thread 0 processed npair 97284
Thread 1 processed npair 88461
Thread 5 processed npair 53204
Thread 7 processed npair 34198
Thread 6 processed npair 43926
Thread 4 processed npair 62178
Thread 7 processed npair 34197
Thread 2 processed npair 79807
Thread 5 processed npair 53203
Thread 3 processed npair 71055
Thread 6 processed npair 43925
Thread 7 processed npair 34196
Thread 1 processed npair 88460
Thread 0 processed npair 97283
Thread 4 processed npair 62177
Thread 5 processed npair 53202
Thread 6 processed npair 43924
Thread 7 processed npair 34195
Thread 3 processed npair 71054
Thread 2 processed npair 79806
Thread 7 processed npair 34194
Thread 6 processed npair 43923
Thread 5 processed npair 53201
Thread 4 processed npair 62176
Thread 1 processed npair 88459
Thread 7 processed npair 34193
Thread 0 processed npair 97282
Thread 6 processed npair 43922
Thread 3 processed npair 71053
Thread 5 processed npair 53200
Thread 2 processed npair 79805
Thread 7 processed npair 34192
Thread 4 processed npair 62175
Thread 6 processed npair 43921
Thread 7 processed npair 34191
Thread 1 processed npair 88458
Thread 5 processed npair 53199
Thread 3 processed npair 71052
Thread 4 processed npair 62174
Thread 6 processed npair 43920
Thread 7 processed npair 34190
Thread 2 processed npair 79804
Thread 0 processed npair 97281
Thread 5 processed npair 53198
Thread 7 processed npair 34189
Thread 6 processed npair 43919
Thread 1 processed npair 88457
Thread 3 processed npair 71051
Thread 4 processed npair 62173
Thread 7 processed npair 34188
Thread 2 processed npair 79803
Thread 5 processed npair 53197
Thread 6 processed npair 43918
Thread 7 processed npair 34187
Thread 0 processed npair 97280
Thread 4 processed npair 62172
Thread 3 processed npair 71050
Thread 6 processed npair 43917
Thread 5 processed npair 53196
Thread 7 processed npair 34186
Thread 1 processed npair 88456
Thread 2 processed npair 79802
Thread 7 processed npair 34185
Thread 6 processed npair 43916
Thread 4 processed npair 62171
Thread 5 processed npair 53195
Thread 3 processed npair 71049
Thread 7 processed npair 34184
Thread 6 processed npair 43915
Thread 0 processed npair 97279
Thread 1 processed npair 88455
Thread 5 processed npair 53194
Thread 2 processed npair 79801
Thread 7 processed npair 34183
Thread 4 processed npair 62170
Thread 6 processed npair 43914
Thread 3 processed npair 71048
Thread 7 processed npair 34182
Thread 5 processed npair 53193
Thread 4 processed npair 62169
Thread 6 processed npair 43913
Thread 7 processed npair 34181
Thread 1 processed npair 88454
Thread 2 processed npair 79800
Thread 0 processed npair 97278
Thread 3 processed npair 71047
Thread 7 processed npair 34180
Thread 5 processed npair 53192
Thread 6 processed npair 43912
Thread 4 processed npair 62168
Thread 7 processed npair 34179
Thread 6 processed npair 43911
Thread 5 processed npair 53191
Thread 2 processed npair 79799
Thread 1 processed npair 88453
Thread 3 processed npair 71046
Thread 7 processed npair 34178
Thread 0 processed npair 97277
Thread 4 processed npair 62167
Thread 6 processed npair 43910
Thread 7 processed npair 34177
Thread 5 processed npair 53190
Thread 2 processed npair 79798
Thread 7 processed npair 34176
Thread 3 processed npair 71045
Thread 6 processed npair 43909
Thread 1 processed npair 88452
Thread 4 processed npair 62166
Thread 5 processed npair 53189
Thread 7 processed npair 34175
Thread 6 processed npair 43908
Thread 0 processed npair 97276
Thread 7 processed npair 34174
Thread 3 processed npair 71044
Thread 4 processed npair 62165
Thread 2 processed npair 79797
Thread 5 processed npair 53188
Thread 6 processed npair 43907
Thread 1 processed npair 88451
Thread 7 processed npair 34173
Thread 5 processed npair 53187
Thread 4 processed npair 62164
Thread 7 processed npair 34172
Thread 6 processed npair 43906
Thread 3 processed npair 71043
Thread 2 processed npair 79796
Thread 0 processed npair 97275
Thread 7 processed npair 34171
Thread 6 processed npair 43905
Thread 1 processed npair 88450
Thread 5 processed npair 53186
Thread 4 processed npair 62163
Thread 7 processed npair 34170
Thread 3 processed npair 71042
Thread 6 processed npair 43904
Thread 2 processed npair 79795
Thread 7 processed npair 34169
Thread 5 processed npair 53185
Thread 0 processed npair 97274
Thread 4 processed npair 62162
Thread 6 processed npair 43903
Thread 7 processed npair 34168
Thread 1 processed npair 88449
Thread 3 processed npair 71041
Thread 5 processed npair 53184
Thread 7 processed npair 34167
Thread 2 processed npair 79794
Thread 6 processed npair 43902
Thread 4 processed npair 62161
Thread 7 processed npair 34166
Thread 5 processed npair 53183
Thread 3 processed npair 71040
Thread 6 processed npair 43901
Thread 1 processed npair 88448
Thread 0 processed npair 97273
Thread 7 processed npair 34165
Thread 4 processed npair 62160
Thread 2 processed npair 79793
Thread 6 processed npair 43900
Thread 5 processed npair 53182
Thread 7 processed npair 34164
Thread 3 processed npair 71039
Thread 7 processed npair 34163
Thread 4 processed npair 62159
Thread 6 processed npair 43899
Thread 1 processed npair 88447
Thread 5 processed npair 53181
Thread 0 processed npair 97272
Thread 2 processed npair 79792
Thread 7 processed npair 34162
Thread 6 processed npair 43898
Thread 3 processed npair 71038
Thread 4 processed npair 62158
Thread 5 processed npair 53180
Thread 7 processed npair 34161
Thread 6 processed npair 43897
Thread 1 processed npair 88446
Thread 7 processed npair 34160
Thread 2 processed npair 79791
Thread 5 processed npair 53179
Thread 4 processed npair 62157
Thread 3 processed npair 71037
Thread 0 processed npair 97271
Thread 6 processed npair 43896
Thread 7 processed npair 34159
Thread 7 processed npair 34158
Thread 5 processed npair 53178
Thread 6 processed npair 43895
Thread 1 processed npair 88445
Thread 4 processed npair 62156
Thread 2 processed npair 79790
Thread 3 processed npair 71036
Thread 7 processed npair 34157
Thread 6 processed npair 43894
Thread 5 processed npair 53177
Thread 0 processed npair 97270
Thread 7 processed npair 34156
Thread 4 processed npair 62155
Thread 3 processed npair 71035
Thread 6 processed npair 43893
Thread 2 processed npair 79789
Thread 1 processed npair 88444
Thread 7 processed npair 34155
Thread 5 processed npair 53176
Thread 4 processed npair 62154
Thread 6 processed npair 43892
Thread 7 processed npair 34154
Thread 0 processed npair 97269
Thread 5 processed npair 53175
Thread 3 processed npair 71034
Thread 7 processed npair 34153
Thread 2 processed npair 79788
Thread 6 processed npair 43891
Thread 1 processed npair 88443
Thread 4 processed npair 62153
Thread 7 processed npair 34152
Thread 5 processed npair 53174
Thread 6 processed npair 43890
Thread 3 processed npair 71033
Thread 7 processed npair 34151
Thread 2 processed npair 79787
Thread 4 processed npair 62152
Thread 0 processed npair 97268
Thread 6 processed npair 43889
Thread 5 processed npair 53173
Thread 1 processed npair 88442
Thread 7 processed npair 34150
Thread 3 processed npair 71032
Thread 7 processed npair 34149
Thread 6 processed npair 43888
Thread 4 processed npair 62151
Thread 5 processed npair 53172
Thread 2 processed npair 79786
Thread 7 processed npair 34148
Thread 6 processed npair 43887
Thread 1 processed npair 88441
Thread 0 processed npair 97267
Thread 3 processed npair 71031
Thread 5 processed npair 53171
Thread 7 processed npair 34147
Thread 4 processed npair 62150
Thread 6 processed npair 43886
Thread 2 processed npair 79785
Thread 7 processed npair 34146
Thread 5 processed npair 53170
Thread 4 processed npair 62149
Thread 3 processed npair 71030
Thread 6 processed npair 43885
Thread 1 processed npair 88440
Thread 7 processed npair 34145
Thread 0 processed npair 97266
Thread 5 processed npair 53169
Thread 7 processed npair 34144
Thread 6 processed npair 43884
Thread 2 processed npair 79784
Thread 4 processed npair 62148
Thread 3 processed npair 71029
Thread 7 processed npair 34143
Thread 6 processed npair 43883
Thread 1 processed npair 88439
Thread 5 processed npair 53168
Thread 7 processed npair 34142
Thread 4 processed npair 62147
Thread 2 processed npair 79783
Thread 6 processed npair 43882
Thread 0 processed npair 97265
Thread 3 processed npair 71028
Thread 7 processed npair 34141
Thread 5 processed npair 53167
Thread 6 processed npair 43881
Thread 1 processed npair 88438
Thread 7 processed npair 34140
Thread 4 processed npair 62146
Thread 5 processed npair 53166
Thread 2 processed npair 79782
Thread 3 processed npair 71027
Thread 7 processed npair 34139
Thread 6 processed npair 43880
Thread 0 processed npair 97264
Thread 4 processed npair 62145
Thread 7 processed npair 34138
Thread 5 processed npair 53165
Thread 6 processed npair 43879
Thread 1 processed npair 88437
Thread 3 processed npair 71026
Thread 7 processed npair 34137
Thread 2 processed npair 79781
Thread 4 processed npair 62144
Thread 5 processed npair 53164
Thread 6 processed npair 43878
Thread 7 processed npair 34136
Thread 0 processed npair 97263
Thread 3 processed npair 71025
Thread 7 processed npair 34135
Thread 1 processed npair 88436
Thread 6 processed npair 43877
Thread 5 processed npair 53163
Thread 2 processed npair 79780
Thread 4 processed npair 62143
Thread 7 processed npair 34134
Thread 6 processed npair 43876
Thread 5 processed npair 53162
Thread 3 processed npair 71024
Thread 7 processed npair 34133
Thread 4 processed npair 62142
Thread 1 processed npair 88435
Thread 6 processed npair 43875
Thread 0 processed npair 97262
Thread 2 processed npair 79779
Thread 7 processed npair 34132
Thread 5 processed npair 53161
Thread 6 processed npair 43874
Thread 4 processed npair 62141
Thread 7 processed npair 34131
Thread 3 processed npair 71023
Thread 5 processed npair 53160
Thread 2 processed npair 79778
Thread 7 processed npair 34130
Thread 1 processed npair 88434
Thread 6 processed npair 43873
Thread 0 processed npair 97261
Thread 4 processed npair 62140
Thread 7 processed npair 34129
Thread 3 processed npair 71022
Thread 6 processed npair 43872
Thread 5 processed npair 53159
Thread 7 processed npair 34128
Thread 2 processed npair 79777
Thread 4 processed npair 62139
Thread 1 processed npair 88433
Thread 6 processed npair 43871
Thread 7 processed npair 34127
Thread 5 processed npair 53158
Thread 3 processed npair 71021
Thread 0 processed npair 97260
Thread 6 processed npair 43870
Thread 7 processed npair 34126
Thread 4 processed npair 62138
Thread 2 processed npair 79776
Thread 5 processed npair 53157
Thread 7 processed npair 34125
Thread 1 processed npair 88432
Thread 6 processed npair 43869
Thread 3 processed npair 71020
Thread 7 processed npair 34124
Thread 5 processed npair 53156
Thread 4 processed npair 62137
Thread 6 processed npair 43868
Thread 0 processed npair 97259
Thread 2 processed npair 79775
Thread 7 processed npair 34123
Thread 3 processed npair 71019
Thread 5 processed npair 53155
Thread 1 processed npair 88431
Thread 6 processed npair 43867
Thread 7 processed npair 34122
Thread 4 processed npair 62136
Thread 7 processed npair 34121
Thread 6 processed npair 43866
Thread 2 processed npair 79774
Thread 5 processed npair 53154
Thread 3 processed npair 71018
Thread 0 processed npair 97258
Thread 4 processed npair 62135
Thread 7 processed npair 34120
Thread 1 processed npair 88430
Thread 6 processed npair 43865
Thread 5 processed npair 53153
Thread 7 processed npair 34119
Thread 3 processed npair 71017
Thread 2 processed npair 79773
Thread 4 processed npair 62134
Thread 6 processed npair 43864
Thread 7 processed npair 34118
Thread 5 processed npair 53152
Thread 0 processed npair 97257
Thread 1 processed npair 88429
Thread 6 processed npair 43863
Thread 7 processed npair 34117
Thread 4 processed npair 62133
Thread 3 processed npair 71016
Thread 2 processed npair 79772
Thread 5 processed npair 53151
Thread 7 processed npair 34116
Thread 6 processed npair 43862
Thread 7 processed npair 34115
Thread 4 processed npair 62132
Thread 1 processed npair 88428
Thread 6 processed npair 43861
Thread 5 processed npair 53150
Thread 3 processed npair 71015
Thread 0 processed npair 97256
Thread 7 processed npair 34114
Thread 2 processed npair 79771
Thread 6 processed npair 43860
Thread 7 processed npair 34113
Thread 5 processed npair 53149
Thread 4 processed npair 62131
Thread 3 processed npair 71014
Thread 1 processed npair 88427
Thread 7 processed npair 34112
Thread 6 processed npair 43859
Thread 2 processed npair 79770
Thread 5 processed npair 53148
Thread 0 processed npair 97255
Thread 4 processed npair 62130
Thread 7 processed npair 34111
Thread 6 processed npair 43858
Thread 3 processed npair 71013
Thread 7 processed npair 34110
Thread 5 processed npair 53147
Thread 1 processed npair 88426
Thread 6 processed npair 43857
Thread 2 processed npair 79769
Thread 4 processed npair 62129
Thread 7 processed npair 34109
Thread 3 processed npair 71012
Thread 5 processed npair 53146
Thread 0 processed npair 97254
Thread 6 processed npair 43856
Thread 7 processed npair 34108
Thread 4 processed npair 62128
Thread 2 processed npair 79768
Thread 7 processed npair 34107
Thread 1 processed npair 88425
Thread 6 processed npair 43855
Thread 5 processed npair 53145
Thread 3 processed npair 71011
Thread 7 processed npair 34106
Thread 4 processed npair 62127
Thread 6 processed npair 43854
Thread 0 processed npair 97253
Thread 5 processed npair 53144
Thread 7 processed npair 34105
Thread 2 processed npair 79767
Thread 1 processed npair 88424
Thread 6 processed npair 43853
Thread 3 processed npair 71010
Thread 7 processed npair 34104
Thread 4 processed npair 62126
Thread 5 processed npair 53143
Thread 6 processed npair 43852
Thread 7 processed npair 34103
Thread 2 processed npair 79766
Thread 3 processed npair 71009
Thread 0 processed npair 97252
Thread 5 processed npair 53142
Thread 7 processed npair 34102
Thread 4 processed npair 62125
Thread 1 processed npair 88423
Thread 6 processed npair 43851
Thread 7 processed npair 34101
Thread 5 processed npair 53141
Thread 6 processed npair 43850
Thread 4 processed npair 62124
Thread 3 processed npair 71008
Thread 2 processed npair 79765
Thread 7 processed npair 34100
Thread 1 processed npair 88422
Thread 6 processed npair 43849
Thread 0 processed npair 97251
Thread 7 processed npair 34099
Thread 5 processed npair 53140
Thread 4 processed npair 62123
Thread 3 processed npair 71007
Thread 7 processed npair 34098
Thread 6 processed npair 43848
Thread 2 processed npair 79764
Thread 5 processed npair 53139
Thread 7 processed npair 34097
Thread 1 processed npair 88421
Thread 6 processed npair 43847
Thread 4 processed npair 62122
Thread 0 processed npair 97250
Thread 3 processed npair 71006
Thread 7 processed npair 34096
Thread 5 processed npair 53138
Thread 2 processed npair 79763
Thread 6 processed npair 43846
Thread 7 processed npair 34095
Thread 4 processed npair 62121
Thread 5 processed npair 53137
Thread 1 processed npair 88420
Thread 6 processed npair 43845
Thread 7 processed npair 34094
Thread 3 processed npair 71005
Thread 2 processed npair 79762
Thread 0 processed npair 97249
Thread 7 processed npair 34093
Thread 4 processed npair 62120
Thread 6 processed npair 43844
Thread 5 processed npair 53136
Thread 7 processed npair 34092
Thread 3 processed npair 71004
Thread 1 processed npair 88419
Thread 6 processed npair 43843
Thread 4 processed npair 62119
Thread 5 processed npair 53135
Thread 7 processed npair 34091
Thread 2 processed npair 79761
Thread 6 processed npair 43842
Thread 0 processed npair 97248
Thread 7 processed npair 34090
Thread 3 processed npair 71003
Thread 5 processed npair 53134
Thread 4 processed npair 62118
Thread 1 processed npair 88418
Thread 7 processed npair 34089
Thread 6 processed npair 43841
Thread 2 processed npair 79760
Thread 7 processed npair 34088
Thread 5 processed npair 53133
Thread 3 processed npair 71002
Thread 6 processed npair 43840
Thread 4 processed npair 62117
Thread 0 processed npair 97247
Thread 7 processed npair 34087
Thread 1 processed npair 88417
Thread 6 processed npair 43839
Thread 5 processed npair 53132
Thread 2 processed npair 79759
Thread 7 processed npair 34086
Thread 3 processed npair 71001
Thread 4 processed npair 62116
Thread 6 processed npair 43838
Thread 7 processed npair 34085
Thread 5 processed npair 53131
Thread 0 processed npair 97246
Thread 7 processed npair 34084
Thread 2 processed npair 79758
Thread 1 processed npair 88416
Thread 6 processed npair 43837
Thread 4 processed npair 62115
Thread 3 processed npair 71000
Thread 5 processed npair 53130
Thread 7 processed npair 34083
Thread 6 processed npair 43836
Thread 7 processed npair 34082
Thread 4 processed npair 62114
Thread 5 processed npair 53129
Thread 2 processed npair 79757
Thread 3 processed npair 70999
Thread 1 processed npair 88415
Thread 6 processed npair 43835
Thread 0 processed npair 97245
Thread 7 processed npair 34081
Thread 4 processed npair 62113
Thread 5 processed npair 53128
Thread 6 processed npair 43834
Thread 7 processed npair 34080
Thread 3 processed npair 70998
Thread 2 processed npair 79756
Thread 7 processed npair 34079
Thread 1 processed npair 88414
Thread 6 processed npair 43833
Thread 5 processed npair 53127
Thread 4 processed npair 62112
Thread 0 processed npair 97244
Thread 7 processed npair 34078
Thread 6 processed npair 43832
Thread 3 processed npair 70997
Thread 5 processed npair 53126
Thread 2 processed npair 79755
Thread 7 processed npair 34077
Thread 4 processed npair 62111
Thread 1 processed npair 88413
Thread 6 processed npair 43831
Thread 7 processed npair 34076
Thread 5 processed npair 53125
Thread 3 processed npair 70996
Thread 7 processed npair 34075
Thread 0 processed npair 97243
Thread 6 processed npair 43830
Thread 4 processed npair 62110
Thread 2 processed npair 79754
Thread 7 processed npair 34074
Thread 5 processed npair 53124
Thread 1 processed npair 88412
Thread 6 processed npair 43829
Thread 3 processed npair 70995
Thread 7 processed npair 34073
Thread 4 processed npair 62109
Thread 2 processed npair 79753
Thread 5 processed npair 53123
Thread 6 processed npair 43828
Thread 7 processed npair 34072
Thread 0 processed npair 97242
Thread 3 processed npair 70994
Thread 1 processed npair 88411
Thread 7 processed npair 34071
Thread 4 processed npair 62108
Thread 6 processed npair 43827
Thread 5 processed npair 53122
Thread 2 processed npair 79752
Thread 7 processed npair 34070
Thread 6 processed npair 43826
Thread 5 processed npair 53121
Thread 4 processed npair 62107
Thread 3 processed npair 70993
Thread 7 processed npair 34069
Thread 0 processed npair 97241
Thread 1 processed npair 88410
Thread 6 processed npair 43825
Thread 7 processed npair 34068
Thread 2 processed npair 79751
Thread 5 processed npair 53120
Thread 4 processed npair 62106
Thread 6 processed npair 43824
Thread 3 processed npair 70992
Thread 7 processed npair 34067
Thread 5 processed npair 53119
Thread 7 processed npair 34066
Thread 1 processed npair 88409
Thread 6 processed npair 43823
Thread 0 processed npair 97240
Thread 4 processed npair 62105
Thread 2 processed npair 79750
Thread 7 processed npair 34065
Thread 3 processed npair 70991
Thread 6 processed npair 43822
Thread 5 processed npair 53118
Thread 7 processed npair 34064
Thread 4 processed npair 62104
Thread 1 processed npair 88408
Thread 6 processed npair 43821
Thread 2 processed npair 79749
Thread 7 processed npair 34063
Thread 5 processed npair 53117
Thread 3 processed npair 70990
Thread 0 processed npair 97239
Thread 7 processed npair 34062
Thread 6 processed npair 43820
Thread 4 processed npair 62103
Thread 5 processed npair 53116
Thread 7 processed npair 34061
Thread 2 processed npair 79748
Thread 3 processed npair 70989
Thread 1 processed npair 88407
Thread 6 processed npair 43819
Thread 4 processed npair 62102
Thread 7 processed npair 34060
Thread 5 processed npair 53115
Thread 0 processed npair 97238
Thread 6 processed npair 43818
Thread 7 processed npair 34059
Thread 3 processed npair 70988
Thread 2 processed npair 79747
Thread 4 processed npair 62101
Thread 5 processed npair 53114
Thread 1 processed npair 88406
Thread 6 processed npair 43817
Thread 7 processed npair 34058
Thread 7 processed npair 34057
Thread 6 processed npair 43816
Thread 0 processed npair 97237
Thread 5 processed npair 53113
Thread 3 processed npair 70987
Thread 4 processed npair 62100
Thread 2 processed npair 79746
Thread 7 processed npair 34056
Thread 1 processed npair 88405
Thread 6 processed npair 43815
Thread 5 processed npair 53112
Thread 7 processed npair 34055
Thread 4 processed npair 62099
Thread 3 processed npair 70986
Thread 6 processed npair 43814
Thread 7 processed npair 34054
Thread 2 processed npair 79745
Thread 0 processed npair 97236
Thread 5 processed npair 53111
Thread 7 processed npair 34053
Thread 1 processed npair 88404
Thread 6 processed npair 43813
Thread 4 processed npair 62098
Thread 3 processed npair 70985
Thread 7 processed npair 34052
Thread 5 processed npair 53110
Thread 6 processed npair 43812
Thread 2 processed npair 79744
Thread 7 processed npair 34051
Thread 4 processed npair 62097
Thread 0 processed npair 97235
Thread 1 processed npair 88403
Thread 5 processed npair 53109
Thread 3 processed npair 70984
Thread 6 processed npair 43811
Thread 7 processed npair 34050
Thread 2 processed npair 79743
Thread 4 processed npair 62096
Thread 6 processed npair 43810
Thread 7 processed npair 34049
Thread 5 processed npair 53108
Thread 3 processed npair 70983
Thread 7 processed npair 34048
Thread 1 processed npair 88402
Thread 6 processed npair 43809
Thread 0 processed npair 97234
Thread 4 processed npair 62095
Thread 5 processed npair 53107
Thread 7 processed npair 34047
Thread 2 processed npair 79742
Thread 6 processed npair 43808
Thread 3 processed npair 70982
Thread 7 processed npair 34046
Thread 5 processed npair 53106
Thread 4 processed npair 62094
Thread 1 processed npair 88401
Thread 6 processed npair 43807
Thread 7 processed npair 34045
Thread 0 processed npair 97233
Thread 2 processed npair 79741
Thread 3 processed npair 70981
Thread 5 processed npair 53105
Thread 7 processed npair 34044
Thread 6 processed npair 43806
Thread 4 processed npair 62093
Thread 7 processed npair 34043
Thread 1 processed npair 88400
Thread 6 processed npair 43805
Thread 5 processed npair 53104
Thread 2 processed npair 79740
Thread 3 processed npair 70980
Thread 7 processed npair 34042
Thread 4 processed npair 62092
Thread 0 processed npair 97232
Thread 6 processed npair 43804
Thread 7 processed npair 34041
Thread 5 processed npair 53103
Thread 1 processed npair 88399
Thread 6 processed npair 43803
Thread 3 processed npair 70979
Thread 7 processed npair 34040
Thread 4 processed npair 62091
Thread 2 processed npair 79739
Thread 5 processed npair 53102
Thread 7 processed npair 34039
Thread 6 processed npair 43802
Thread 0 processed npair 97231
Thread 4 processed npair 62090
Thread 7 processed npair 34038
Thread 3 processed npair 70978
Thread 5 processed npair 53101
Thread 2 processed npair 79738
Thread 1 processed npair 88398
Thread 6 processed npair 43801
Thread 7 processed npair 34037
Thread 4 processed npair 62089
Thread 5 processed npair 53100
Thread 6 processed npair 43800
Thread 7 processed npair 34036
Thread 3 processed npair 70977
Thread 0 processed npair 97230
Thread 2 processed npair 79737
Thread 1 processed npair 88397
Thread 7 processed npair 34035
Thread 6 processed npair 43799
Thread 5 processed npair 53099
Thread 4 processed npair 62088
Thread 7 processed npair 34034
Thread 3 processed npair 70976
Thread 6 processed npair 43798
Thread 5 processed npair 53098
Thread 7 processed npair 34033
Thread 2 processed npair 79736
Thread 4 processed npair 62087
Thread 1 processed npair 88396
Thread 6 processed npair 43797
Thread 0 processed npair 97229
Thread 7 processed npair 34032
Thread 3 processed npair 70975
Thread 5 processed npair 53097
Thread 6 processed npair 43796
Thread 7 processed npair 34031
Thread 4 processed npair 62086
Thread 2 processed npair 79735
Thread 7 processed npair 34030
Thread 5 processed npair 53096
Thread 1 processed npair 88395
Thread 6 processed npair 43795
Thread 3 processed npair 70974
Thread 0 processed npair 97228
Thread 4 processed npair 62085
Thread 7 processed npair 34029
Thread 6 processed npair 43794
Thread 5 processed npair 53095
Thread 2 processed npair 79734
Thread 7 processed npair 34028
Thread 3 processed npair 70973
Thread 1 processed npair 88394
Thread 6 processed npair 43793
Thread 4 processed npair 62084
Thread 7 processed npair 34027
Thread 5 processed npair 53094
Thread 0 processed npair 97227
Thread 7 processed npair 34026
Thread 2 processed npair 79733
Thread 6 processed npair 43792
Thread 3 processed npair 70972
Thread 4 processed npair 62083
Thread 5 processed npair 53093
Thread 7 processed npair 34025
Thread 1 processed npair 88393
Thread 6 processed npair 43791
Thread 7 processed npair 34024
Thread 5 processed npair 53092
Thread 2 processed npair 79732
Thread 4 processed npair 62082
Thread 3 processed npair 70971
Thread 6 processed npair 43790
Thread 0 processed npair 97226
Thread 7 processed npair 34023
Thread 5 processed npair 53091
Thread 1 processed npair 88392
Thread 6 processed npair 43789
Thread 7 processed npair 34022
Thread 4 processed npair 62081
Thread 2 processed npair 79731
Thread 3 processed npair 70970
Thread 7 processed npair 34021
Thread 6 processed npair 43788
Thread 5 processed npair 53090
Thread 0 processed npair 97225
Thread 7 processed npair 34020
Thread 4 processed npair 62080
Thread 1 processed npair 88391
Thread 6 processed npair 43787
Thread 3 processed npair 70969
Thread 7 processed npair 34019
Thread 2 processed npair 79730
Thread 5 processed npair 53089
Thread 6 processed npair 43786
Thread 4 processed npair 62079
Thread 7 processed npair 34018
Thread 5 processed npair 53088
Thread 3 processed npair 70968
Thread 0 processed npair 97224
Thread 7 processed npair 34017
Thread 1 processed npair 88390
Thread 6 processed npair 43785
Thread 2 processed npair 79729
Thread 4 processed npair 62078
Thread 7 processed npair 34016
Thread 5 processed npair 53087
Thread 6 processed npair 43784
Thread 3 processed npair 70967
Thread 7 processed npair 34015
Thread 4 processed npair 62077
Thread 1 processed npair 88389
Thread 2 processed npair 79728
Thread 6 processed npair 43783
Thread 5 processed npair 53086
Thread 7 processed npair 34014
Thread 0 processed npair 97223
Thread 6 processed npair 43782
Thread 3 processed npair 70966
Thread 7 processed npair 34013
Thread 5 processed npair 53085
Thread 4 processed npair 62076
Thread 7 processed npair 34012
Thread 2 processed npair 79727
Thread 1 processed npair 88388
Thread 6 processed npair 43781
Thread 5 processed npair 53084
